Stno,Chip,Database Id,Surname,First name,YB,S,Block,nc,Start,Finish,Time,Classifier,Club no.,Cl.name,City,Nat,Cl. no.,Short,Long,Num1,Num2,Num3,Text1,Text2,Text3,Adr. name,Street,Line2,Zip,City,Phone,Fax,EMail,Id/Club,Rented,Start fee,Paid,Course no.,Course,km,m,Course controls,Pl,Start punch,Finish punch,Control1,Punch1,Control2,Punch2,Control3,Punch3,Control4,Punch4,Control5,Punch5,Control6,Punch6,Control7,Punch7,Control8,Punch8,Control9,Punch9,Control10,Punch10,(may be more) ...,,,,,,,,,,,,,,,,,,,,,,,
,2113388,6,Lah,Siniša,,M,,0,38:00,,,0,8,OK Varaždin,Orijentacijski klub Varaždin,CRO,8,M35,M35,,,,,,,,,,,,,,,,0,0,0,7,M35,3,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001629,113,Kuzmin,Igor,,M,,0,16:00,30:19,14:19,0,,,,,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,1,,30:19,32,00:45,33,01:05,45,01:29,61,01:59,65,02:30,38,03:08,39,04:29,43,06:15,46,07:07,47,08:31,56,09:34,68,10:23,58,11:13,60,11:37,54,12:12,49,12:46,52,13:29,100,14:01,,,,,,,,
,7891004,130,Bogović,Marijan,,M,,0,18:00,34:18,16:18,0,2,OK Jelen,OK Jelen,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,2,,34:18,32,00:53,33,01:21,45,01:47,61,02:22,65,02:49,38,03:26,39,04:57,43,06:48,46,07:47,47,09:24,56,10:36,68,11:38,58,12:23,60,12:48,54,13:24,49,14:05,52,15:24,100,15:59,,,,,,,,
,720210,46,Vukmanović,Mladen,,M,,0,22:00,39:01,17:01,0,1,KAP,OK Kapela,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,3,,39:01,32,00:55,33,01:20,45,01:48,61,02:24,65,02:48,38,03:30,39,05:14,43,07:06,46,08:03,47,09:34,56,10:53,68,11:51,58,12:35,60,13:03,54,13:38,49,14:15,52,15:06,100,16:39,,,,,,,,
,7630314,107,Merunka,Darko,,M,,0,02:00,19:29,17:29,0,4,Maksimir,OK Maksimir,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,4,,19:29,32,00:52,33,01:15,45,01:43,61,02:19,65,02:51,38,03:48,39,05:23,43,07:20,46,08:22,47,09:59,56,11:14,68,12:16,58,13:03,60,13:32,54,14:11,49,14:59,52,16:16,100,17:06,,,,,,,,
,2123970,142,Špoljar,Krešo,,M,,0,24:00,41:47,17:47,0,1,KAP,OK Kapela,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,5,,41:47,32,01:00,33,01:31,45,02:03,61,02:46,65,03:16,38,04:07,39,05:51,43,07:55,46,08:59,47,10:37,56,12:02,68,13:01,58,13:52,60,14:22,54,15:04,49,15:50,52,16:46,100,17:27,,,,,,,,
,1401011,126,Trivunović,Vladimir,,M,,0,10:00,28:10,18:10,0,3,OK Sova,OK Sova,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,6,,28:10,32,00:55,33,01:28,45,01:54,61,02:30,65,03:02,38,04:29,39,06:04,43,08:09,46,09:12,47,10:53,56,12:15,68,13:10,58,14:11,60,14:38,54,15:26,49,16:09,52,17:12,100,17:49,,,,,,,,
,2133029,134,Dasović,Hrvoje,,M,,0,12:00,30:42,18:42,0,1,KAP,OK Kapela,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,7,,30:42,32,00:54,33,01:20,45,01:53,61,02:36,65,03:12,38,03:57,39,05:50,43,08:01,46,09:15,47,11:05,56,12:34,68,13:41,58,14:42,60,15:13,54,15:53,49,16:39,52,17:39,100,18:19,,,,,,,,
,7889999,84,Strmečki,Petar,,M,,0,26:00,44:42,18:42,0,4,Maksimir,OK Maksimir,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,7,,44:42,32,00:53,33,01:20,45,01:51,61,02:28,65,03:00,38,03:51,39,05:40,43,08:00,46,09:03,47,10:44,56,12:16,68,13:19,58,14:28,60,14:59,54,15:38,49,16:28,52,17:35,100,18:20,,,,,,,,
,2111098,102,Tišljar,Ivo,,M,,0,08:00,28:45,20:45,0,9,ORI,OK Orion,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,9,,28:45,32,00:58,33,01:29,45,02:11,61,02:52,65,03:32,38,04:34,39,06:39,43,09:30,46,10:42,47,12:41,56,14:13,68,15:14,58,16:15,60,16:46,54,17:28,49,18:19,52,19:23,100,20:13,,,,,,,,
,8280273,73,Pavlin,Domagoj,,M,,0,14:00,36:14,22:14,0,5,Vihor,OK Vihor,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,10,,36:14,32,01:09,33,01:45,45,02:26,61,03:11,65,03:45,38,04:44,39,06:50,43,09:32,46,10:58,47,13:08,56,14:46,68,16:05,58,17:03,60,17:41,54,18:37,49,19:30,52,20:49,100,21:52,,,,,,,,
,701122,43,Kaniški,Robert,,M,,0,06:00,36:56,30:56,0,4,Maksimir,OK Maksimir,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,11,,36:56,32,01:13,33,02:09,45,02:41,61,04:39,65,05:27,38,07:04,39,09:24,43,11:46,46,12:46,47,14:37,56,17:48,68,20:53,58,22:55,60,23:31,54,24:28,49,25:13,52,29:20,100,30:32,,,,,,,,
,,151,,Vacant,,M,,0,04:00,,,0,,,,,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8411972,150,Gobec,Damir,,M,,0,30:00,5805:43,5775:43,3,5,Vihor,OK Vihor,CRO,6,M45,M45,,,,,,,,,,,,,,,,0,0,0,5,M45,2.8,0,18,,,5805:43,32,1174:16,33,1441:20,45,1441:49,61,1442:22,65,1442:51,38,1443:30,39,1445:03,43,1446:56,46,1447:52,47,1449:26,56,1450:36,68,1451:30,,,60,1452:40,54,1453:16,49,1453:55,52,1454:46,100,1455:22,,,,,,,,
,7111959,116,Štambuk,Dario,,M,,0,17:00,32:48,15:48,0,7,OK MERZ CRO,OK Ivan Merz,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,1,,32:48,63,00:47,64,01:38,45,02:15,34,03:11,51,04:05,35,04:51,44,06:19,40,07:33,56,09:06,67,10:01,42,11:10,41,11:50,59,12:31,60,12:56,49,14:02,50,14:43,100,15:28,,,,,,,,,,
,7040662,120,Horvat,Saša,,M,,0,21:00,37:14,16:14,0,4,Maksimir,OK Maksimir,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,2,,37:14,63,00:46,64,01:43,45,02:26,34,03:31,51,04:36,35,05:27,44,06:50,40,08:03,56,09:20,67,10:20,42,11:18,41,12:06,59,12:48,60,13:14,49,14:27,50,15:03,100,15:51,,,,,,,,,,
,219395,131,Besten,Miroslav,,M,,0,15:00,33:47,18:47,0,2,OK Jelen,OK Jelen,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,3,,33:47,63,00:55,64,01:54,45,02:46,34,03:50,51,04:58,35,06:05,44,07:39,40,09:04,56,10:04,67,11:25,42,13:05,41,13:55,59,14:43,60,15:15,49,16:34,50,17:24,100,18:25,,,,,,,,,,
,505905,30,Jelić,Mladen,,M,,0,09:00,29:49,20:49,0,1,KAP,OK Kapela,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,4,,29:49,63,01:04,64,02:32,45,03:28,34,04:38,51,05:58,35,07:05,44,08:46,40,10:14,56,11:24,67,13:08,42,15:11,41,16:06,59,16:58,60,17:30,49,18:48,50,19:29,100,20:26,,,,,,,,,,
,2132997,34,Mesić,Ivica,,M,,0,13:00,33:51,20:51,0,5,Vihor,OK Vihor,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,5,,33:51,63,01:07,64,02:49,45,03:43,34,04:55,51,06:03,35,07:14,44,08:57,40,10:42,56,12:12,67,13:28,42,15:00,41,15:47,59,16:39,60,17:20,49,18:40,50,19:29,100,20:28,,,,,,,,,,
,893828,70,Raškaj,Darko,,M,,0,23:00,44:11,21:11,0,1,KAP,OK Kapela,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,6,,44:11,63,00:52,64,01:46,45,02:32,34,03:29,51,04:32,35,05:53,44,09:29,40,10:42,56,11:57,67,13:02,42,14:21,41,15:02,59,16:08,60,16:36,49,19:11,50,19:49,100,20:50,,,,,,,,,,
,546169,4,Matijašić,Josip,,M,,0,19:00,41:30,22:30,0,5,Vihor,OK Vihor,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,7,,41:30,63,01:04,64,02:28,45,03:23,34,04:49,51,06:34,35,07:23,44,09:01,40,10:39,56,12:03,67,14:20,42,15:54,41,16:47,59,17:55,60,18:34,49,20:05,50,20:58,100,22:05,,,,,,,,,,
,232280,98,Sokolović,Slobodan,,M,,0,07:00,31:30,24:30,0,11,BJE,OK Bjelovar,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,8,,31:30,63,00:52,64,01:48,45,02:30,34,04:27,51,06:07,35,07:01,44,11:48,40,13:02,56,14:20,67,16:15,42,18:19,41,19:40,59,20:25,60,21:15,49,22:36,50,23:13,100,24:07,,,,,,,,,,
,1946000,149,Turkalj,Milan,,M,,0,11:00,35:53,24:53,0,7,OK MERZ CRO,OK Ivan Merz,CRO,5,M55,M55,,,,,,,,,,,,,,,,0,0,0,3,M55,2.3,0,17,9,,35:53,63,01:00,64,03:10,45,04:06,34,05:33,51,06:58,35,08:18,44,10:16,40,12:08,56,13:45,67,15:23,42,17:03,41,18:04,59,19:13,60,20:16,49,22:01,50,23:06,100,24:25,,,,,,,,,,
,7190889,8,Bujas,Gordan Filip,,M,,0,44:00,60:45,16:45,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,1,,60:45,62,00:59,64,01:46,45,02:26,61,03:05,51,04:03,35,04:56,44,06:46,43,07:31,46,08:34,67,09:57,56,11:09,68,12:19,58,13:14,54,14:06,49,14:48,50,15:31,100,16:23,,,,,,,,,,
,2143685,21,Pajnić,Olga,,M,,0,48:00,67:05,19:05,0,1,KAP,OK Kapela,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,2,,67:05,62,01:05,64,02:09,45,03:05,61,04:10,51,05:22,35,06:14,44,07:41,43,08:40,46,09:45,67,11:09,56,12:52,68,14:14,58,15:07,54,16:04,49,16:47,50,17:32,100,18:43,,,,,,,,,,
,2118091,100,Jazvić Mioković,Marija,,M,,0,26:00,45:58,19:58,0,1,KAP,OK Kapela,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,3,,45:58,62,00:52,64,01:51,45,02:37,61,03:23,51,04:50,35,05:47,44,07:59,43,08:56,46,10:00,67,11:13,56,12:27,68,13:32,58,14:29,54,17:15,49,17:58,50,18:39,100,19:33,,,,,,,,,,
,2144791,105,Juričić,Ivan,,M,,0,42:00,63:21,21:21,0,1,KAP,OK Kapela,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,4,,63:21,62,02:38,64,03:34,45,04:24,61,05:18,51,06:16,35,07:17,44,09:01,43,09:56,46,11:04,67,13:12,56,14:48,68,15:58,58,17:00,54,18:01,49,18:58,50,19:54,100,20:55,,,,,,,,,,
,2144786,104,Žitnik Sedak,Marijana,,M,,0,32:00,54:23,22:23,0,1,KAP,OK Kapela,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,5,,54:23,62,01:24,64,02:51,45,03:45,61,05:22,51,07:26,35,09:11,44,10:45,43,11:42,46,12:44,67,14:13,56,15:59,68,17:30,58,18:29,54,19:36,49,20:24,50,21:04,100,22:02,,,,,,,,,,
,235087,111,Rako,Jure,,M,,0,36:00,58:26,22:26,0,5,Vihor,OK Vihor,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,6,,58:26,62,00:58,64,02:02,45,03:20,61,04:27,51,06:16,35,07:25,44,09:29,43,10:30,46,11:55,67,13:40,56,15:26,68,16:59,58,18:21,54,19:21,49,20:14,50,21:04,100,22:00,,,,,,,,,,
,888974,136,Krnetić,Bruno,,M,,0,38:00,62:27,24:27,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,7,,62:27,62,05:13,64,07:33,45,08:21,61,09:10,51,10:07,35,10:53,44,12:53,43,13:40,46,14:42,67,16:10,56,17:54,68,19:04,58,20:54,54,22:00,49,22:37,50,23:13,100,24:03,,,,,,,,,,
,1999219,168,Labaš,Predrag,,M,,0,46:00,71:58,25:58,0,7,OK MERZ CRO,OK Ivan Merz,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,8,,71:58,62,02:07,64,03:04,45,03:55,61,04:46,51,06:00,35,07:43,44,09:31,43,10:38,46,12:00,67,13:21,56,15:33,68,16:48,58,19:17,54,20:05,49,23:24,50,24:11,100,25:39,,,,,,,,,,
,219397,79,Miovec,Nikolina,,M,,0,28:00,58:32,30:32,0,2,OK Jelen,OK Jelen,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,9,,58:32,62,01:13,64,02:38,45,04:20,61,06:07,51,08:10,35,10:24,44,13:18,43,14:58,46,16:23,67,18:09,56,20:43,68,22:51,58,24:19,54,25:38,49,26:59,50,28:36,100,30:11,,,,,,,,,,
,422982,165,Anadolac,Filip,,M,,0,40:00,76:14,36:14,0,7,OK MERZ CRO,OK Ivan Merz,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,10,,76:14,62,01:51,64,03:33,45,04:57,61,06:46,51,09:44,35,11:56,44,14:20,43,16:35,46,18:27,67,21:31,56,25:12,68,27:29,58,29:14,54,31:59,49,33:20,50,34:26,100,35:48,,,,,,,,,,
,2113447,108,Zagrajski,Fran,,M,,0,30:00,1498:52,1468:52,0,8,OK Varaždin,Orijentacijski klub Varaždin,CRO,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,11,,1498:52,62,1439:59,64,1441:51,45,1443:30,61,1444:21,51,1446:12,35,1448:16,44,1451:57,43,1452:54,46,1454:26,67,1457:05,56,1458:33,68,1461:46,58,1464:06,54,1465:16,49,1466:10,50,1467:07,100,1468:29,,,,,,,,,,
,,166,,Vacant,,M,,0,56:00,,,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,167,,Vacant,,M,,0,58:00,,,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20,Roso,Zoran,,M,,0,34:00,,,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,172,,Vacant,,M,,0,60:00,,,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,170,,Vacant,,M,,0,54:00,,,0,,,,,14,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,15,Open,2.3,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,222408,147,Pavić,Monika,,M,,0,29:00,39:56,10:56,0,5,Vihor,OK Vihor,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,1,,39:56,62,00:42,37,01:33,66,02:06,61,03:09,43,05:01,40,05:47,42,07:38,41,08:18,60,08:49,54,09:38,100,10:37,,,,,,,,,,,,,,,,,,,,,,
,409107,110,Rako,Paola,,M,,0,25:00,41:06,16:06,0,5,Vihor,OK Vihor,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,2,,41:06,62,01:20,37,02:22,66,02:42,61,05:34,43,08:48,40,10:15,42,11:33,41,12:16,60,12:53,54,14:32,100,15:48,,,,,,,,,,,,,,,,,,,,,,
,893821,117,Bajrektarević,Luna,,M,,0,21:00,46:20,25:20,0,5,Vihor,OK Vihor,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,3,,46:20,62,00:56,37,03:38,66,04:06,61,09:37,43,15:53,40,16:43,42,18:26,41,19:22,60,23:15,54,24:10,100,25:01,,,,,,,,,,,,,,,,,,,,,,
,7551552,81,Delić,Dora,,M,,0,31:00,58:23,27:23,0,2,OK Jelen,OK Jelen,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,4,,58:23,62,00:58,37,02:11,66,02:49,61,05:58,43,19:53,40,20:49,42,22:47,41,24:32,60,25:15,54,26:26,100,27:03,,,,,,,,,,,,,,,,,,,,,,
,7055033,40,Delić,Sara,,M,,0,27:00,58:32,31:32,0,2,OK Jelen,OK Jelen,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,5,,58:32,62,01:08,37,03:50,66,04:34,61,07:43,43,23:50,40,24:46,42,26:43,41,28:33,60,29:13,54,30:25,100,31:07,,,,,,,,,,,,,,,,,,,,,,
,2123983,124,Ogorelec,Anja Vita,,M,,0,23:00,,,0,1,KAP,OK Kapela,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2133024,132,Hercigonja,Lucija,,M,,0,33:00,,,0,1,KAP,OK Kapela,CRO,3,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,14,W12,1.4,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5768,114,Štambuk,Zdenka Petra,,M,,0,43:00,56:47,13:47,0,7,OK MERZ CRO,OK Ivan Merz,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,1,,56:47,32,00:49,66,01:25,34,02:29,55,03:02,35,04:02,44,05:14,67,06:50,46,07:57,57,09:19,68,09:48,58,10:32,59,11:01,54,11:25,49,12:05,50,12:40,100,13:28,,,,,,,,,,,,
,2113339,161,Potrebica,Ema,,M,,0,37:00,54:14,17:14,0,8,OK Varaždin,Orijentacijski klub Varaždin,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,2,,54:14,32,00:59,66,01:40,34,02:53,55,03:29,35,05:24,44,06:48,67,08:47,46,10:23,57,11:59,68,12:33,58,13:34,59,14:08,54,14:38,49,15:20,50,15:58,100,16:56,,,,,,,,,,,,
,2061276,123,Vukelić,Dora,,M,,0,51:00,68:39,17:39,0,4,Maksimir,OK Maksimir,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,3,,68:39,32,01:06,66,01:50,34,02:57,55,03:36,35,05:12,44,06:33,67,09:35,46,10:44,57,12:16,68,12:59,58,13:56,59,14:34,54,15:01,49,15:46,50,16:25,100,17:20,,,,,,,,,,,,
,1281204,3,Kaniški,Laura,,M,,0,47:00,66:30,19:30,0,4,Maksimir,OK Maksimir,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,4,,66:30,32,01:05,66,01:52,34,03:35,55,04:39,35,05:56,44,07:18,67,09:30,46,11:11,57,12:46,68,13:25,58,15:19,59,15:55,54,16:27,49,17:32,50,18:15,100,19:08,,,,,,,,,,,,
,888975,1,Orešković,Lorena,,M,,0,59:00,79:23,20:23,0,4,Maksimir,OK Maksimir,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,5,,79:23,32,00:59,66,01:46,34,03:01,55,03:43,35,05:03,44,09:06,67,11:32,46,12:54,57,14:35,68,15:17,58,16:18,59,16:58,54,17:35,49,18:26,50,19:07,100,19:59,,,,,,,,,,,,
,2132926,129,Drobić,Melissa,,M,,0,35:00,55:47,20:47,0,1,KAP,OK Kapela,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,6,,55:47,32,01:08,66,02:04,34,03:53,55,04:36,35,05:53,44,08:42,67,10:52,46,12:35,57,14:22,68,15:12,58,16:18,59,17:14,54,17:48,49,18:38,50,19:27,100,20:29,,,,,,,,,,,,
,2144745,99,Mioković,Nina,,M,,0,39:00,59:54,20:54,0,1,KAP,OK Kapela,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,7,,59:54,32,01:13,66,01:56,34,03:23,55,04:08,35,05:44,44,07:24,67,09:56,46,11:30,57,13:38,68,14:28,58,15:32,59,16:14,54,16:56,49,18:09,50,19:32,100,20:35,,,,,,,,,,,,
,1968042,35,Kukec,Marta,,M,,0,45:00,66:17,21:17,0,5,Vihor,OK Vihor,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,8,,66:17,32,00:48,66,01:25,34,02:37,55,03:15,35,04:41,44,10:28,67,12:00,46,13:19,57,14:52,68,15:22,58,17:21,59,17:57,54,18:29,49,19:36,50,20:12,100,20:57,,,,,,,,,,,,
,2133352,133,Dasović,Petra,,M,,0,41:00,63:23,22:23,0,1,KAP,OK Kapela,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,10,,63:23,32,01:03,66,01:52,34,03:08,55,03:57,35,05:36,44,10:35,67,12:49,46,14:13,57,16:18,68,16:50,58,18:12,59,18:45,54,19:24,49,20:16,50,21:06,100,22:03,,,,,,,,,,,,
,2113348,138,Vidaković,Majda,,M,,0,57:00,83:14,26:14,0,1,KAP,OK Kapela,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,11,,83:14,32,01:05,66,01:49,34,03:29,55,04:08,35,05:41,44,12:43,67,17:05,46,18:42,57,20:15,68,20:52,58,22:02,59,22:39,54,23:17,49,24:08,50,25:01,100,25:54,,,,,,,,,,,,
,5729,115,Štambuk,Lucija Marijela,,M,,0,55:00,,,0,7,OK MERZ CRO,OK Ivan Merz,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,162,,Vacant,,M,,0,49:00,,,0,,,,,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2113332,44,Kovač,Wanda,,M,,0,53:00,,,0,1,KAP,OK Kapela,CRO,12,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,W16,2.3,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2105108,52,Jerković Perić,Olga,,M,,0,45:00,58:40,13:40,0,1,KAP,OK Kapela,CRO,10,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,10,W20,2.9,0,15,1,,58:40,36,00:00,66,01:13,34,02:07,55,02:35,39,04:04,57,05:54,48,07:45,67,08:22,46,09:24,41,10:38,60,11:10,54,11:43,50,12:34,52,12:48,100,13:21,,,,,,,,,,,,,,
,8231003,72,Pavlin,Paula,,M,,0,49:00,66:54,17:54,0,5,Vihor,OK Vihor,CRO,10,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,10,W20,2.9,0,15,2,,66:54,36,00:00,66,01:19,34,02:23,55,02:56,39,04:48,57,07:17,48,09:54,67,10:47,46,11:57,41,13:37,60,14:19,54,15:10,50,16:24,52,16:49,100,17:36,,,,,,,,,,,,,,
,,158,,Vacant,,M,,0,47:00,,,0,,,,,10,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,10,W20,2.9,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1403140,90,Pavić,Mirja,,M,,0,41:00,57:15,16:15,0,6,JAP,OK Japetic,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,1,,57:15,36,00:00,53,00:00,66,01:54,34,02:47,65,03:18,55,03:47,39,05:23,57,07:28,48,09:38,67,10:16,46,11:19,41,12:36,59,13:14,60,13:36,54,14:09,50,15:04,52,15:20,100,15:55,,,,,,,,
,889172,67,Štambuk,Iva,,M,,0,25:00,41:29,16:29,0,7,OK MERZ CRO,OK Ivan Merz,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,2,,41:29,36,00:00,53,00:00,66,01:49,34,02:49,65,03:22,55,03:56,39,05:33,57,07:39,48,09:37,67,10:19,46,11:21,41,12:36,59,13:16,60,13:39,54,14:13,50,15:13,52,15:29,100,16:09,,,,,,,,
,2061228,103,Tišljar,Ana,,M,,0,31:00,48:26,17:26,0,9,ORI,OK Orion,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,3,,48:26,36,00:00,53,00:00,66,01:55,34,02:54,65,03:28,55,03:58,39,05:40,57,08:03,48,10:16,67,10:59,46,12:10,41,13:32,59,14:12,60,14:35,54,15:15,50,16:24,52,16:40,100,17:11,,,,,,,,
,2077785,145,Hribar,Anica,,M,,0,29:00,49:00,20:00,0,13,OKB,OK Brežice,SLO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,4,,49:00,36,00:00,53,00:00,66,02:01,34,03:05,65,03:40,55,04:16,39,06:09,57,08:53,48,11:25,67,12:11,46,13:20,41,15:16,59,16:02,60,16:29,54,17:12,50,18:27,52,18:45,100,19:36,,,,,,,,
,2088253,58,Plevnik,Petra,,M,,0,39:00,61:33,22:33,0,11,BJE,OK Bjelovar,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,5,,61:33,36,00:00,53,00:00,66,02:26,34,03:41,65,04:22,55,05:07,39,07:22,57,10:07,48,13:08,67,14:02,46,15:38,41,17:34,59,18:25,60,18:55,54,19:38,50,21:06,52,21:31,100,22:11,,,,,,,,
,2133013,76,Mahečić,Ivana,,M,,0,21:00,43:51,22:51,0,1,KAP,OK Kapela,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,6,,43:51,36,00:00,53,00:00,66,02:45,34,04:29,65,05:14,55,05:55,39,07:52,57,11:43,48,13:56,67,14:47,46,16:04,41,17:35,59,18:44,60,19:15,54,20:07,50,21:22,52,21:44,100,22:31,,,,,,,,
